well_id,typewell_name,horizontal_avg_X,horizontal_avg_Y,typewell_avg_X,typewell_avg_Y,typewell_well_count,typewell_row_count
656a067b,Typewell20007,3007952.464941,1131168.856185,3006353.321961,1131810.626156,28,186785
65a5466a,Typewell20004,2999208.341860,1125202.841033,2998428.425994,1126804.213960,13,75222
660d9546,Typewell20022,3023973.958925,1118238.843893,3017268.148636,1117616.352285,19,111303
6767c111,Typewell20007,3005426.076095,1137170.894093,3006353.321961,1131810.626156,28,186785
67847288,Typewell20001,3007156.545259,1077829.658176,3005291.363312,1074493.145580,27,206662
67a8da4a,Typewell20029,3021016.628605,1084125.637079,3019267.379436,1083482.716316,13,90193
684a6fc1,Typewell20039,2961405.298775,1077018.347677,2957792.900858,1077591.088056,15,109938
698930d1,Typewell20007,3007158.877036,1131548.487492,3006353.321961,1131810.626156,28,186785
699ea575,Typewell20008,3012229.423926,1102319.616213,3010424.938657,1104194.850397,38,229621
69c1bdad,Typewell20023,2979217.432278,1098322.504515,2985782.766520,1100575.026316,25,167761
69e41fa6,Typewell20022,3021710.933615,1115969.544540,3017268.148636,1117616.352285,19,111303
6a0ff78e,Typewell20016,2908905.756047,1034486.255986,2905294.439869,1032450.916284,57,395136
6a8fa194,Typewell20031,2910188.744222,1017498.837275,2920346.807433,1018317.196527,22,139972
6ae68655,Typewell20020,2989585.709852,1059279.712366,2985418.744890,1058928.486172,10,68790
6d1d74e1,Typewell20009,2885723.781301,1017650.268626,2886469.143340,1022809.123041,31,232429
6d590e26,Typewell20011,2995075.449521,1117944.642974,3003684.451568,1115603.541131,53,363855
6d6d93af,Typewell20043,2902130.366714,1011485.562633,2901950.849079,1011123.229373,2,10973
6dbe4b60,Typewell20011,3004987.305082,1114229.654911,3003684.451568,1115603.541131,53,363855
6e6d122c,Typewell20017,3010104.354203,1089386.471879,3006562.644914,1089459.693544,41,245452
6e9ccd38,Typewell20005,2869612.634600,1028871.841787,2870539.046193,1028998.625882,7,71587
6ea22614,Typewell20002,2992893.343475,1118200.862370,2993254.581653,1119522.756102,28,184806
6ede926a,Typewell20016,2902521.671248,1033405.678977,2905294.439869,1032450.916284,57,395136
708caea9,Typewell20007,3005949.683087,1137399.151570,3006353.321961,1131810.626156,28,186785
70925e23,Typewell20029,3024090.939547,1078140.910757,3019267.379436,1083482.716316,13,90193
70e1788b,Typewell20005,2871706.568027,1029523.338330,2870539.046193,1028998.625882,7,71587
71642c7d,Typewell20026,2944928.903467,1012444.177191,2947090.556205,1014394.728913,17,108151
71ccf778,Typewell20031,2910958.126383,1018098.665276,2920346.807433,1018317.196527,22,139972
7224331b,Typewell20035,2982126.521308,1055796.005728,2981304.800378,1055570.866980,6,46789
722cf0d8,Typewell20009,2887405.466756,1027989.377633,2886469.143340,1022809.123041,31,232429
7256229b,Typewell20002,2997095.406014,1119115.482861,2993254.581653,1119522.756102,28,184806
726f3dc2,Typewell20023,2980987.709343,1105821.836384,2985782.766520,1100575.026316,25,167761
7271dd80,Typewell20039,2958121.363648,1076975.527190,2957792.900858,1077591.088056,15,109938
727a3a10,Typewell20015,3035245.624869,1098530.730470,3034920.554718,1093812.498557,7,45634
729665c0,Typewell20014,2999484.693565,1093005.347292,3002049.147178,1103524.470839,30,191790
729e9750,Typewell20009,2888887.636330,1020214.826028,2886469.143340,1022809.123041,31,232429
729f4217,Typewell20016,2910143.331321,1035640.614086,2905294.439869,1032450.916284,57,395136
72dd8501,Typewell20008,3007079.165967,1101390.280729,3010424.938657,1104194.850397,38,229621
73348914,Typewell20026,2944824.252466,1012193.800149,2947090.556205,1014394.728913,17,108151
739a914f,Typewell20011,3008945.619955,1114339.029249,3003684.451568,1115603.541131,53,363855
73b1447d,Typewell20017,3009641.969380,1089369.328471,3006562.644914,1089459.693544,41,245452
74b6186b,Typewell20013,2957766.855579,1089245.519033,2955104.316351,1086839.743342,13,71115
75c20ec7,Typewell20017,3003267.351187,1092387.913817,3006562.644914,1089459.693544,41,245452
75cd5f11,Typewell20021,2909935.739158,1037507.165345,2908417.581539,1038379.834989,14,80236
75d20a82,Typewell20031,2921848.533358,1018345.749146,2920346.807433,1018317.196527,22,139972
76201745,Typewell20004,2999497.493076,1125120.704572,2998428.425994,1126804.213960,13,75222
764072a5,Typewell20021,2909811.333106,1041561.446556,2908417.581539,1038379.834989,14,80236
77b0d905,Typewell20017,3010865.430908,1095569.131943,3006562.644914,1089459.693544,41,245452
77e4821c,Typewell20025,2921675.771188,1044802.809630,2915250.787253,1043721.747544,31,184225
7850c72e,Typewell20037,3036360.689948,1093642.494114,3035895.739981,1093476.698300,7,49180
78a4a386,Typewell20023,2981286.952109,1105749.748599,2985782.766520,1100575.026316,25,167761
79507629,Typewell20001,2999769.734247,1073879.341697,3005291.363312,1074493.145580,27,206662
796dbd4c,Typewell20002,2993228.382179,1118368.173132,2993254.581653,1119522.756102,28,184806
7987f2f2,Typewell20036,3014178.731330,1111884.742695,3021487.429743,1112557.744141,22,144332
7993a768,Typewell20020,2986228.021955,1061411.940406,2985418.744890,1058928.486172,10,68790
7a5660b0,Typewell20018,3019291.220933,1089945.551786,3023624.019936,1087996.206189,8,49864
7acda2df,Typewell20025,2916700.156714,1042043.402794,2915250.787253,1043721.747544,31,184225
7b2c7b3c,Typewell20027,2986665.178242,1087555.311725,2987980.408279,1087094.536237,20,128305
7b38844c,Typewell20008,3011662.531611,1107756.604466,3010424.938657,1104194.850397,38,229621
7bb17b96,Typewell20008,3013589.941620,1107635.493063,3010424.938657,1104194.850397,38,229621
7c607683,Typewell20016,2906646.946910,1040937.133985,2905294.439869,1032450.916284,57,395136
7cbbd047,Typewell20008,3017002.059623,1111849.204803,3010424.938657,1104194.850397,38,229621
7cd4bb31,Typewell20016,2905785.757241,1027869.863794,2905294.439869,1032450.916284,57,395136
7d50373e,Typewell20016,2902221.253400,1023937.263833,2905294.439869,1032450.916284,57,395136
7d57c75d,Typewell20007,3003936.810093,1130166.497656,3006353.321961,1131810.626156,28,186785
7e208414,Typewell20008,3010771.260918,1107990.800340,3010424.938657,1104194.850397,38,229621
7e721392,Typewell20041,2885760.390059,1010589.055090,2887360.468281,1010724.643788,6,47332
7ff89f8f,Typewell20005,2869507.783573,1028225.709963,2870539.046193,1028998.625882,7,71587
8050c789,Typewell20017,3007177.966057,1084684.154796,3006562.644914,1089459.693544,41,245452
807f0298,Typewell20007,3006241.250486,1138904.224050,3006353.321961,1131810.626156,28,186785
811f52b3,Typewell20016,2905170.746588,1034051.768142,2905294.439869,1032450.916284,57,395136
81bf5923,Typewell20015,3035617.765260,1098987.820601,3034920.554718,1093812.498557,7,45634
81fc01c6,Typewell20013,2954553.256763,1088138.118183,2955104.316351,1086839.743342,13,71115
8255c867,Typewell20025,2915341.383642,1040818.488175,2915250.787253,1043721.747544,31,184225
82aab6d2,Typewell20035,2980875.084334,1055555.399193,2981304.800378,1055570.866980,6,46789
82fcf37c,Typewell20009,2882175.955060,1023201.698306,2886469.143340,1022809.123041,31,232429
833af382,Typewell20025,2915884.997461,1041252.673236,2915250.787253,1043721.747544,31,184225
8382f4b6,Typewell20011,3009796.142846,1119408.444653,3003684.451568,1115603.541131,53,363855
84633df4,Typewell20002,2991744.746671,1124231.427924,2993254.581653,1119522.756102,28,184806
8478df29,Typewell20002,2991995.939289,1124287.124116,2993254.581653,1119522.756102,28,184806
84815d5a,Typewell20008,3013528.600227,1102332.591285,3010424.938657,1104194.850397,38,229621
84c3b497,Typewell20041,2888723.417449,1010671.090870,2887360.468281,1010724.643788,6,47332
85380836,Typewell20016,2906187.109479,1040417.266333,2905294.439869,1032450.916284,57,395136
8612b37f,Typewell20014,2999615.357369,1104708.977157,3002049.147178,1103524.470839,30,191790
861e71df,Typewell20011,3007077.064025,1114104.760353,3003684.451568,1115603.541131,53,363855
86454a6f,Typewell20017,3002705.784777,1086096.900110,3006562.644914,1089459.693544,41,245452
8648abae,Typewell20008,3015694.484017,1107543.602678,3010424.938657,1104194.850397,38,229621
865033f8,Typewell20025,2916567.432812,1047111.612269,2915250.787253,1043721.747544,31,184225
87695469,Typewell20012,2874866.951026,1045711.019033,2866832.676786,1044931.082987,8,61539
877ed19c,Typewell20011,3012211.128695,1113071.383976,3003684.451568,1115603.541131,53,363855
87aa3730,Typewell20016,2906987.527085,1028622.862524,2905294.439869,1032450.916284,57,395136
884ecb5f,Typewell20016,2909091.422391,1034786.111607,2905294.439869,1032450.916284,57,395136
8902c3f6,Typewell20010,2946297.332613,1066683.337577,2941069.445195,1067303.163956,19,106438
896d15b9,Typewell20058,2912989.064847,1018001.919495,2912989.064847,1018001.919495,1,5698
8995c945,Typewell20007,3006202.724467,1137618.652313,3006353.321961,1131810.626156,28,186785
89969c7a,Typewell20002,2994792.221043,1123997.110934,2993254.581653,1119522.756102,28,184806
89f1085d,Typewell20042,3001505.128302,1066111.491397,3001424.089680,1066613.928248,2,11517
89f36adf,Typewell20036,3025385.557030,1118652.952683,3021487.429743,1112557.744141,22,144332
89fdb2f2,Typewell20008,3011875.329709,1109063.129036,3010424.938657,1104194.850397,38,229621
8a3da6d1,Typewell20008,3007778.758080,1107375.302007,3010424.938657,1104194.850397,38,229621
8a89da23,Typewell20021,2911890.475751,1038993.392897,2908417.581539,1038379.834989,14,80236
8a9c8932,Typewell20028,2900089.552133,1028145.295020,2902948.903430,1024362.231738,7,38675
8ac2f237,Typewell20011,3008770.511895,1119547.533979,3003684.451568,1115603.541131,53,363855
8b12bab6,Typewell20014,2999684.706880,1098086.161450,3002049.147178,1103524.470839,30,191790
8b5be31b,Typewell20013,2952406.813186,1086342.575158,2955104.316351,1086839.743342,13,71115
8b95d6d1,Typewell20010,2946251.667564,1069044.764168,2941069.445195,1067303.163956,19,106438
8b9d8326,Typewell20017,3001613.953843,1075454.388828,3006562.644914,1089459.693544,41,245452
8bb9c1e6,Typewell20016,2905008.326008,1033733.560702,2905294.439869,1032450.916284,57,395136
8bda1a11,Typewell20009,2889251.887287,1020604.301190,2886469.143340,1022809.123041,31,232429
8bfa881d,Typewell20017,3012691.302629,1096323.566948,3006562.644914,1089459.693544,41,245452
8c167025,Typewell20010,2943157.881923,1062088.851642,2941069.445195,1067303.163956,19,106438
8c8348e8,Typewell20019,3025208.263159,1097672.831808,3020561.394197,1094502.077889,13,83849
8cc21f01,Typewell20030,2966397.536504,1063263.421721,2973475.745049,1065223.588720,14,87719
8cc800b3,Typewell20002,2990890.646141,1109625.217480,2993254.581653,1119522.756102,28,184806
8d5d46d7,Typewell20016,2905418.116259,1034853.035325,2905294.439869,1032450.916284,57,395136
8d92cb49,Typewell20027,2989571.009618,1091545.849523,2987980.408279,1087094.536237,20,128305
8f201368,Typewell20016,2905967.072903,1040110.312452,2905294.439869,1032450.916284,57,395136
90386ee4,Typewell20016,2906441.070650,1026625.153446,2905294.439869,1032450.916284,57,395136
91abc4c7,Typewell20033,2898276.248070,1028080.738054,2894393.423226,1028335.426845,11,77197
91b301ce,Typewell20003,2919668.660503,1056340.306470,2924743.617104,1053867.180906,26,157615
91db7070,Typewell20008,3014057.518913,1097327.633413,3010424.938657,1104194.850397,38,229621
925a7cd1,Typewell20017,3001779.959022,1092186.883964,3006562.644914,1089459.693544,41,245452
9283ae69,Typewell20003,2926091.011219,1061832.126039,2924743.617104,1053867.180906,26,157615
9298ad5b,Typewell20006,2976654.400195,1094669.822063,2975489.377781,1098774.361029,15,101376
9314ff13,Typewell20031,2911283.037555,1018427.131767,2920346.807433,1018317.196527,22,139972
93209a3d,Typewell20014,3004412.329305,1106807.192057,3002049.147178,1103524.470839,30,191790
939d9c34,Typewell20014,2993130.524166,1102458.352558,3002049.147178,1103524.470839,30,191790
93f5d2e6,Typewell20003,2929696.859238,1053440.769870,2924743.617104,1053867.180906,26,157615
940a48d9,Typewell20002,2991345.274844,1117778.411871,2993254.581653,1119522.756102,28,184806
940e709a,Typewell20003,2925748.888910,1061554.393690,2924743.617104,1053867.180906,26,157615
9426ec1e,Typewell20008,3012741.862452,1107072.956854,3010424.938657,1104194.850397,38,229621
94467f50,Typewell20010,2938039.084851,1066220.618710,2941069.445195,1067303.163956,19,106438
944f36b9,Typewell20004,2999572.852573,1125127.759616,2998428.425994,1126804.213960,13,75222
94d813a4,Typewell20029,3020657.133734,1084022.782132,3019267.379436,1083482.716316,13,90193
95b559e7,Typewell20022,3023623.069135,1119372.581764,3017268.148636,1117616.352285,19,111303
95c8427f,Typewell20025,2912684.359492,1040940.338132,2915250.787253,1043721.747544,31,184225
96936c22,Typewell20017,3007090.642928,1088692.690484,3006562.644914,1089459.693544,41,245452
96ae5806,Typewell20024,2993632.613616,1067467.787442,2989673.251036,1068595.193731,11,86897
96b7eea1,Typewell20006,2985472.794656,1110264.109372,2975489.377781,1098774.361029,15,101376
9719aa04,Typewell20007,3006487.569835,1132106.129647,3006353.321961,1131810.626156,28,186785
974802e7,Typewell20012,2869651.304698,1049061.509621,2866832.676786,1044931.082987,8,61539
97cd5bf9,Typewell20013,2956169.238972,1087870.326423,2955104.316351,1086839.743342,13,71115
98177ced,Typewell20037,3036030.206210,1093675.289294,3035895.739981,1093476.698300,7,49180
9896fc0b,Typewell20003,2930492.321243,1054117.904112,2924743.617104,1053867.180906,26,157615
98bc6f66,Typewell20009,2881421.809071,1022452.718926,2886469.143340,1022809.123041,31,232429
992c99e8,Typewell20011,3006417.356261,1119259.617184,3003684.451568,1115603.541131,53,363855
992ce078,Typewell20031,2910605.747831,1017791.250019,2920346.807433,1018317.196527,22,139972
99529c45,Typewell20044,2896202.353438,1025629.706306,2896202.353438,1025629.706306,1,7591
995ff498,Typewell20016,2905014.270225,1036408.027712,2905294.439869,1032450.916284,57,395136
999daf80,Typewell20025,2916338.197915,1046812.101522,2915250.787253,1043721.747544,31,184225
9a6b0392,Typewell20004,2998088.224035,1125149.048859,2998428.425994,1126804.213960,13,75222
9a8ae0d6,Typewell20008,3008978.956265,1101478.171686,3010424.938657,1104194.850397,38,229621
9a95e33f,Typewell20041,2887909.763467,1010823.542281,2887360.468281,1010724.643788,6,47332
9ab94eeb,Typewell20003,2921264.726309,1051416.397630,2924743.617104,1053867.180906,26,157615
9ad5410a,Typewell20014,3003147.491094,1106657.996479,3002049.147178,1103524.470839,30,191790
9ae248be,Typewell20026,2948322.609715,1017724.818739,2947090.556205,1014394.728913,17,108151
9af1ffd0,Typewell20013,2951385.317668,1083576.425684,2955104.316351,1086839.743342,13,71115
9b5b61c1,Typewell20006,2973537.515423,1093649.652985,2975489.377781,1098774.361029,15,101376
9b9e3b49,Typewell20014,3008543.648199,1113161.009964,3002049.147178,1103524.470839,30,191790
9bd2bba3,Typewell20001,3007898.869835,1078127.919726,3005291.363312,1074493.145580,27,206662
9c211c53,Typewell20012,2868496.475915,1048865.562093,2866832.676786,1044931.082987,8,61539
9c350a6a,Typewell20023,2997667.905849,1098407.939438,2985782.766520,1100575.026316,25,167761
9c8375f7,Typewell20025,2916242.933378,1041555.229323,2915250.787253,1043721.747544,31,184225
9d072e4c,Typewell20008,3001178.285085,1099557.977602,3010424.938657,1104194.850397,38,229621
9d3ec64c,Typewell20013,2953951.631819,1080435.786301,2955104.316351,1086839.743342,13,71115
9d4272e3,Typewell20001,2999082.148940,1071646.811774,3005291.363312,1074493.145580,27,206662
9d5e14d4,Typewell20033,2889307.202539,1030180.314818,2894393.423226,1028335.426845,11,77197
9da441ba,Typewell20011,2998560.363921,1112151.787837,3003684.451568,1115603.541131,53,363855
9dede370,Typewell20035,2980680.780381,1055477.399937,2981304.800378,1055570.866980,6,46789
9def2eb2,Typewell20027,2984880.009777,1082638.645573,2987980.408279,1087094.536237,20,128305
9df1b1f9,Typewell20008,3014735.867596,1107364.133453,3010424.938657,1104194.850397,38,229621
9dfff011,Typewell20023,2985722.832334,1093182.692581,2985782.766520,1100575.026316,25,167761
9e3e364d,Typewell20011,3013045.113935,1113517.774715,3003684.451568,1115603.541131,53,363855
9efc812e,Typewell20040,2942510.757195,1057213.330813,2937137.480356,1058997.952826,16,102608
9f0c7bae,Typewell20026,2950013.789829,1013164.682700,2947090.556205,1014394.728913,17,108151
9ffce529,Typewell20031,2924424.998569,1021175.811925,2920346.807433,1018317.196527,22,139972
a0383629,Typewell20016,2895369.874657,1033740.708077,2905294.439869,1032450.916284,57,395136
a056d01e,Typewell20030,2973179.333020,1067098.365939,2973475.745049,1065223.588720,14,87719
a08d9e63,Typewell20003,2929022.540766,1052885.731358,2924743.617104,1053867.180906,26,157615
a0b83014,Typewell20011,3007840.900630,1120342.493669,3003684.451568,1115603.541131,53,363855
a0e92ed6,Typewell20022,3011032.955316,1118545.568264,3017268.148636,1117616.352285,19,111303
a15bc102,Typewell20039,2960712.316403,1085776.173784,2957792.900858,1077591.088056,15,109938
a247e7cf,Typewell20009,2889693.053260,1020891.905283,2886469.143340,1022809.123041,31,232429
a2e8e7f6,Typewell20010,2947228.170501,1067903.430392,2941069.445195,1067303.163956,19,106438
a3518960,Typewell20036,3024068.045492,1111414.989441,3021487.429743,1112557.744141,22,144332
a3f71395,Typewell20026,2946069.396841,1017544.032294,2947090.556205,1014394.728913,17,108151
a4719920,Typewell20027,2989866.278714,1086007.921165,2987980.408279,1087094.536237,20,128305
a48640d9,Typewell20001,3009876.745698,1071205.222756,3005291.363312,1074493.145580,27,206662
a4cdbb0f,Typewell20009,2887678.448994,1028618.381448,2886469.143340,1022809.123041,31,232429
a4f989c2,Typewell20006,2973885.897063,1093828.862729,2975489.377781,1098774.361029,15,101376
a5aa7973,Typewell20007,3007442.634256,1131137.866990,3006353.321961,1131810.626156,28,186785
a5e6f7dc,Typewell20011,2991973.434643,1110077.043976,3003684.451568,1115603.541131,53,363855
a612d5a0,Typewell20006,2973258.420284,1093365.617367,2975489.377781,1098774.361029,15,101376
a622ce4d,Typewell20011,2995395.115361,1111374.220551,3003684.451568,1115603.541131,53,363855
a645da9a,Typewell20008,3017882.306463,1111776.401691,3010424.938657,1104194.850397,38,229621
a692b17e,Typewell20021,2909080.151869,1041318.728111,2908417.581539,1038379.834989,14,80236
a6b8ac67,Typewell20026,2946783.374163,1017659.631193,2947090.556205,1014394.728913,17,108151
a6ed2eff,Typewell20011,3010091.761454,1119317.026637,3003684.451568,1115603.541131,53,363855
a6f967fb,Typewell20018,3035606.562797,1093403.382517,3023624.019936,1087996.206189,8,49864
a76db406,Typewell20010,2946530.537047,1067194.452060,2941069.445195,1067303.163956,19,106438
a7744f5b,Typewell20016,2908462.727836,1032813.943287,2905294.439869,1032450.916284,57,395136
a783cc24,Typewell20010,2939256.059612,1067683.666855,2941069.445195,1067303.163956,19,106438
a79fd2e7,Typewell20008,3007985.540985,1107331.227263,3010424.938657,1104194.850397,38,229621
a7fc3e6b,Typewell20039,2951549.617484,1071579.597545,2957792.900858,1077591.088056,15,109938
a85bb86f,Typewell20025,2918224.278910,1048462.542761,2915250.787253,1043721.747544,31,184225
a85e4bc3,Typewell20012,2861974.804222,1039789.529685,2866832.676786,1044931.082987,8,61539
a87433c9,Typewell20052,3004226.890227,1100464.618637,3004226.890227,1100464.618637,1,7460
a8ed028a,Typewell20015,3034460.337669,1091164.720127,3034920.554718,1093812.498557,7,45634
a959858c,Typewell20036,3020304.173237,1107168.472718,3021487.429743,1112557.744141,22,144332
a9c9b150,Typewell20006,2984988.439228,1110379.036478,2975489.377781,1098774.361029,15,101376
aa95015b,Typewell20011,3001288.107513,1114629.910286,3003684.451568,1115603.541131,53,363855
aaaf3c03,Typewell20031,2909294.766832,1016920.096548,2920346.807433,1018317.196527,22,139972
aaeffccb,Typewell20017,3007806.031718,1089795.066921,3006562.644914,1089459.693544,41,245452
ab112491,Typewell20017,2998264.267196,1088070.828316,3006562.644914,1089459.693544,41,245452
ab18d3fc,Typewell20017,3010764.903480,1089697.719752,3006562.644914,1089459.693544,41,245452
ab3ced07,Typewell20017,3012149.266843,1096041.410200,3006562.644914,1089459.693544,41,245452
ab6fe95d,Typewell20012,2857752.325838,1042910.400651,2866832.676786,1044931.082987,8,61539
ab94878e,Typewell20040,2937824.536183,1061438.496086,2937137.480356,1058997.952826,16,102608
abf460d2,Typewell20017,3007322.345087,1088843.543716,3006562.644914,1089459.693544,41,245452
ac6f01d5,Typewell20019,3015957.884445,1091371.828761,3020561.394197,1094502.077889,13,83849
ad2133a8,Typewell20031,2923344.286311,1019046.021736,2920346.807433,1018317.196527,22,139972
add9c322,Typewell20002,2990307.671846,1117293.542109,2993254.581653,1119522.756102,28,184806
ae069086,Typewell20040,2935988.101920,1059018.119734,2937137.480356,1058997.952826,16,102608
ae0784a8,Typewell20024,2992525.454157,1067654.792703,2989673.251036,1068595.193731,11,86897
ae35f33a,Typewell20026,2945266.286647,1012372.538230,2947090.556205,1014394.728913,17,108151
ae8959c3,Typewell20004,2996169.893294,1129404.464182,2998428.425994,1126804.213960,13,75222
aed44918,Typewell20042,3001272.958697,1067550.935480,3001424.089680,1066613.928248,2,11517
aee6393a,Typewell20003,2920585.251310,1043824.448812,2924743.617104,1053867.180906,26,157615
af7a59ce,Typewell20028,2904240.869940,1024862.994356,2902948.903430,1024362.231738,7,38675
aff4e561,Typewell20009,2881863.402685,1022786.062855,2886469.143340,1022809.123041,31,232429
b04b58a3,Typewell20010,2943806.228057,1071900.818208,2941069.445195,1067303.163956,19,106438
b0d42b0d,Typewell20006,2983423.493734,1108611.250230,2975489.377781,1098774.361029,15,101376
b0f53bf4,Typewell20017,2998576.900766,1091652.313203,3006562.644914,1089459.693544,41,245452
b19b0395,Typewell20016,2900874.045485,1022318.879947,2905294.439869,1032450.916284,57,395136
b1efb8a4,Typewell20008,3006248.295887,1100623.533929,3010424.938657,1104194.850397,38,229621
b32902c0,Typewell20002,2989965.844000,1117203.644150,2993254.581653,1119522.756102,28,184806
b32e4903,Typewell20016,2901998.398492,1029097.720453,2905294.439869,1032450.916284,57,395136
b3388334,Typewell20041,2888322.069107,1010727.544402,2887360.468281,1010724.643788,6,47332
b37fd114,Typewell20027,2987270.171693,1082243.491186,2987980.408279,1087094.536237,20,128305
b38e3116,Typewell20008,3006584.150564,1100675.545590,3010424.938657,1104194.850397,38,229621
b4d8dd4f,Typewell20025,2915093.760318,1047117.989440,2915250.787253,1043721.747544,31,184225
b4f37e6e,Typewell20025,2917405.191209,1042853.831907,2915250.787253,1043721.747544,31,184225
b56bc0aa,Typewell20025,2914449.383440,1045514.191696,2915250.787253,1043721.747544,31,184225
b585b4fa,Typewell20016,2905173.411037,1038910.606503,2905294.439869,1032450.916284,57,395136
b5aa9634,Typewell20001,3008986.795683,1078759.912787,3005291.363312,1074493.145580,27,206662
b7974e66,Typewell20024,2987374.957993,1068402.546947,2989673.251036,1068595.193731,11,86897
b7cdcecb,Typewell20009,2887202.729520,1018582.988993,2886469.143340,1022809.123041,31,232429
b7fea9ef,Typewell20010,2939748.778117,1066979.382908,2941069.445195,1067303.163956,19,106438
b85f7b06,Typewell20011,3011932.072390,1113015.266246,3003684.451568,1115603.541131,53,363855
b881d27e,Typewell20016,2906147.058558,1026430.744587,2905294.439869,1032450.916284,57,395136
b8c49c1a,Typewell20010,2944590.964674,1063745.461186,2941069.445195,1067303.163956,19,106438
b95e7121,Typewell20011,2999200.673727,1112457.505679,3003684.451568,1115603.541131,53,363855
b977be4a,Typewell20011,2996512.252614,1111442.926068,3003684.451568,1115603.541131,53,363855
ba48188d,Typewell20017,3010220.393166,1087248.029040,3006562.644914,1089459.693544,41,245452
bb2cdd83,Typewell20016,2905044.745440,1038540.010860,2905294.439869,1032450.916284,57,395136
bb337fa0,Typewell20023,2988748.716877,1104726.626764,2985782.766520,1100575.026316,25,167761
bb682ebd,Typewell20007,3007623.573851,1131087.134802,3006353.321961,1131810.626156,28,186785
bc4381e2,Typewell20020,2984514.186751,1058828.145454,2985418.744890,1058928.486172,10,68790
bcebcc5f,Typewell20039,2960256.144554,1078366.251535,2957792.900858,1077591.088056,15,109938
bd2c2f34,Typewell20005,2872337.915713,1029889.617017,2870539.046193,1028998.625882,7,71587
bd4ae5da,Typewell20014,3008229.481893,1113162.383941,3002049.147178,1103524.470839,30,191790
bd6f0e19,Typewell20011,3005794.187368,1120269.066769,3003684.451568,1115603.541131,53,363855
bd8f847e,Typewell20026,2946182.750107,1012294.304821,2947090.556205,1014394.728913,17,108151
be063506,Typewell20014,3001539.937961,1105608.129665,3002049.147178,1103524.470839,30,191790
be35c8f2,Typewell20019,3014751.022160,1097067.940395,3020561.394197,1094502.077889,13,83849
be83e781,Typewell20016,2905449.385052,1025575.721485,2905294.439869,1032450.916284,57,395136
beda8696,Typewell20009,2885107.721099,1025448.210297,2886469.143340,1022809.123041,31,232429
bf39bc20,Typewell20025,2914027.168036,1040115.700878,2915250.787253,1043721.747544,31,184225
bf70b410,Typewell20009,2884312.636418,1024728.293625,2886469.143340,1022809.123041,31,232429
bffe3082,Typewell20014,2995492.612658,1097590.911856,3002049.147178,1103524.470839,30,191790
c03b9305,Typewell20010,2937693.073743,1071780.836473,2941069.445195,1067303.163956,19,106438
c03d4aed,Typewell20026,2947675.104144,1012392.500270,2947090.556205,1014394.728913,17,108151
c03fba65,Typewell20013,2960527.729268,1092442.823401,2955104.316351,1086839.743342,13,71115
c07fd0cd,Typewell20018,3022952.394901,1085308.583375,3023624.019936,1087996.206189,8,49864
c1708b88,Typewell20034,2981930.383162,1082950.823574,2979626.652099,1086679.330275,3,21362
c1d046f4,Typewell20011,3002682.219602,1113386.613734,3003684.451568,1115603.541131,53,363855
c2717d4f,Typewell20011,3005943.118132,1113133.646173,3003684.451568,1115603.541131,53,363855
c2c4db09,Typewell20011,2996809.460280,1111845.467496,3003684.451568,1115603.541131,53,363855
c2c6fc71,Typewell20017,3006754.117446,1087227.551579,3006562.644914,1089459.693544,41,245452
c36625df,Typewell20014,3007516.211607,1113198.856718,3002049.147178,1103524.470839,30,191790
c3957531,Typewell20018,3019803.590190,1089991.141566,3023624.019936,1087996.206189,8,49864
c42fe306,Typewell20033,2897790.850686,1027005.884927,2894393.423226,1028335.426845,11,77197
c43812e2,Typewell20035,2983250.367964,1055861.309361,2981304.800378,1055570.866980,6,46789
c472c0b5,Typewell20004,2997286.375940,1129484.678740,2998428.425994,1126804.213960,13,75222
c47e0767,Typewell20017,3008310.442646,1094596.914591,3006562.644914,1089459.693544,41,245452
c50b42f6,Typewell20009,2891883.044753,1023621.956428,2886469.143340,1022809.123041,31,232429
c593337f,Typewell20024,2995097.709878,1073610.417671,2989673.251036,1068595.193731,11,86897
c59b6c4a,Typewell20009,2885802.418015,1026414.382012,2886469.143340,1022809.123041,31,232429
c66be2b8,Typewell20011,2995672.465006,1117317.748331,3003684.451568,1115603.541131,53,363855
c6797dd7,Typewell20008,3009839.583818,1102212.857715,3010424.938657,1104194.850397,38,229621
c6b782a4,Typewell20040,2934175.894219,1057469.198003,2937137.480356,1058997.952826,16,102608
c6c96179,Typewell20021,2910255.259499,1037378.743810,2908417.581539,1038379.834989,14,80236
c70c0e01,Typewell20001,3003408.701185,1070418.899817,3005291.363312,1074493.145580,27,206662
c84c65be,Typewell20012,2873996.687295,1046052.920732,2866832.676786,1044931.082987,8,61539
c8d9680c,Typewell20011,2994668.731788,1117983.610598,3003684.451568,1115603.541131,53,363855
c908edd0,Typewell20011,3008273.979950,1119579.413678,3003684.451568,1115603.541131,53,363855
c9578d27,Typewell20021,2904702.157465,1033562.706087,2908417.581539,1038379.834989,14,80236
c96c018a,Typewell20011,3002301.204633,1113450.613448,3003684.451568,1115603.541131,53,363855
c99f9fae,Typewell20036,3019381.143376,1111458.176461,3021487.429743,1112557.744141,22,144332
c9e6734f,Typewell20040,2942162.857268,1056701.832093,2937137.480356,1058997.952826,16,102608
